MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,0,2,12384,1,2,3,4,5,85,7,57,9,9,10,11,7,7,1976,1976,12,13,80,80,15,233,17,17,37,16,17,19,21,0,21,0,793,793,22,17,24,25,1142,793,0,1935,0,0,2,1,3,1,17,7,26,1,17,27,1976,28,2,550,17,17,24,0,113,252,0,0,0,2,2,2,0,11,2007,29,30,197900
60,0,52,46589,1,2,79,4,5,85,7,48,9,9,10,11,8,7,1994,2005,71,13,14,14,15,528,16,17,18,16,16,19,20,1361,72,180,88,1629,22,23,24,25,1686,762,0,2448,1,0,2,1,4,1,16,8,26,1,17,27,1994,28,3,711,17,17,24,517,76,0,0,0,0,2,2,2,0,7,2009,29,30,402000
20,0,120,13560,1,2,3,4,5,41,7,81,9,9,10,34,6,3,1968,1968,71,13,43,43,15,216,17,17,37,66,66,19,21,0,21,0,1392,1392,22,16,24,25,1392,0,0,1392,1,0,1,0,2,1,17,5,163,2,17,27,1968,28,2,576,17,17,24,0,0,240,0,0,0,2,2,2,0,7,2009,29,30,110000
85,0,90,10012,1,2,3,4,5,6,7,104,9,9,10,110,4,5,1972,1972,12,13,80,80,36,0,17,17,37,16,17,49,60,920,72,180,38,1138,22,17,24,25,1181,0,0,1181,1,0,2,0,3,1,17,6,26,0,2,46,1974,28,2,588,17,17,24,0,0,180,0,0,0,2,53,2,0,4,2008,29,30,137500
20,0,49,20896,1,2,79,4,5,85,7,55,121,9,10,34,8,5,2005,2006,12,13,14,14,36,0,16,17,18,23,17,40,20,1721,21,0,356,2077,22,23,24,25,2097,0,0,2097,1,0,1,1,1,1,23,8,26,1,23,27,2005,76,3,1134,17,17,24,192,267,0,0,0,0,2,2,2,0,1,2006,77,78,423000
60,0,106,11194,1,2,39,4,5,41,7,112,9,9,10,11,8,5,2000,2000,12,13,14,14,15,40,16,17,18,16,17,19,21,0,21,0,1406,1406,22,23,24,25,1454,482,0,1936,0,0,2,1,3,1,16,7,26,1,17,27,2000,28,2,504,17,17,24,188,124,0,0,0,0,2,2,2,0,11,2006,29,30,230500
60,0,2,18450,1,2,39,4,5,6,7,81,9,9,10,11,6,5,1965,1979,133,161,80,80,126,113,17,16,37,16,17,19,91,187,72,723,111,1021,22,17,24,25,1465,915,0,2380,0,0,2,1,3,1,17,7,132,1,131,88,1965,21,2,596,17,17,24,0,265,0,0,0,0,2,2,2,0,8,2007,29,47,129000
20,0,65,8125,1,2,3,4,5,6,7,89,9,9,10,34,6,5,1994,1998,12,13,59,59,15,258,17,17,18,16,17,19,20,1138,21,0,270,1408,22,23,24,25,1679,0,0,1679,1,0,2,0,3,1,16,7,26,1,66,27,1994,28,2,575,17,17,24,224,42,0,0,0,0,2,2,2,0,10,2008,29,30,193500
20,0,2,14175,1,2,3,94,5,41,113,70,9,9,10,34,5,6,1956,1987,12,13,99,43,36,0,17,17,37,17,17,19,72,988,21,0,200,1188,22,16,24,25,1437,0,0,1437,1,0,1,1,3,1,17,6,143,1,17,46,1999,21,2,576,17,17,24,304,0,0,0,0,0,2,2,2,0,11,2006,29,30,168000
30,0,80,11600,1,2,3,4,5,6,7,42,9,9,10,34,4,5,1922,1950,12,13,35,35,36,0,17,17,45,66,17,19,21,0,21,0,700,700,22,23,24,25,1180,0,0,1180,0,0,1,0,2,1,66,5,26,1,16,46,1922,21,1,252,17,66,24,0,0,67,0,0,0,2,2,2,0,7,2006,29,30,137500
60,0,64,8633,1,2,3,4,5,31,7,8,9,9,10,11,6,5,2005,2005,12,13,14,14,36,0,16,17,18,16,17,19,20,193,21,0,545,738,22,23,24,25,738,738,0,1476,1,0,2,1,3,1,16,7,26,0,2,27,2005,76,2,540,17,17,24,100,35,0,0,0,0,2,2,2,0,2,2009,29,30,173500
70,158,54,6629,1,2,3,4,5,6,7,104,63,9,10,11,6,6,1925,1950,103,13,43,43,36,0,17,16,45,17,17,19,60,551,21,0,121,672,22,17,96,25,697,672,0,1369,1,0,2,0,3,1,17,6,26,0,2,46,1930,21,1,300,17,17,24,147,0,0,0,0,0,2,2,2,0,7,2009,29,30,103600
20,0,2,11250,1,2,39,4,5,6,7,32,9,9,10,34,6,6,1977,1977,12,13,80,80,36,0,16,17,37,16,17,19,38,767,21,0,441,1208,22,17,24,25,1208,0,0,1208,1,0,1,1,3,1,17,6,26,1,17,27,1977,28,2,546,17,17,24,198,42,0,0,0,0,2,2,2,0,6,2006,29,30,165000
20,0,110,14442,1,2,3,4,5,6,7,42,9,9,10,34,6,7,1957,2004,71,13,99,100,15,106,17,17,18,17,17,19,20,1186,21,0,291,1477,22,23,24,25,1839,0,0,1839,1,0,2,0,3,1,16,7,26,2,17,27,1957,76,2,416,17,17,24,0,87,0,0,200,0,2,2,2,0,6,2007,29,30,257500
20,0,80,9200,1,2,3,4,5,6,7,81,9,9,10,34,6,6,1965,1965,12,13,59,59,36,0,17,17,37,17,17,19,72,892,21,0,244,1136,22,17,24,25,1136,0,0,1136,1,0,1,0,3,1,17,5,26,1,16,27,1965,28,1,384,17,17,24,426,0,0,0,0,0,2,2,2,0,7,2008,29,30,140000
160,0,24,2289,1,2,3,4,5,6,7,135,9,9,117,11,6,6,1978,1978,12,13,80,145,36,0,17,17,37,17,17,19,38,311,21,0,544,855,22,17,24,25,855,586,0,1441,0,0,2,1,3,1,17,7,26,1,17,27,1978,21,2,440,17,17,24,28,0,0,0,0,0,2,2,2,0,4,2009,29,30,148500
70,61,60,9600,1,93,3,4,5,6,7,62,9,9,10,11,4,2,1900,1950,12,13,105,122,36,0,17,17,45,17,66,19,21,0,21,0,1095,1095,125,66,96,25,1095,679,0,1774,1,0,2,0,4,2,17,8,143,0,2,136,1920,21,3,779,66,66,96,0,0,90,0,0,0,2,2,2,0,5,2006,29,30,87000
30,0,52,9022,1,2,3,4,5,6,7,62,9,9,10,34,5,8,1924,2006,12,13,14,14,36,0,16,17,45,17,17,19,21,0,21,0,768,768,22,23,24,25,792,0,0,792,0,0,1,0,2,1,16,5,26,0,2,46,1924,21,1,240,66,66,96,316,0,120,0,0,0,2,2,2,0,5,2009,29,30,109500
20,0,80,11844,1,2,39,4,5,6,7,119,9,9,10,34,8,5,2008,2008,71,13,14,14,56,464,16,17,18,23,17,40,21,0,21,0,2046,2046,22,23,24,25,2046,0,0,2046,0,0,2,1,3,1,16,7,26,1,16,27,2008,76,3,834,17,17,24,322,82,0,0,0,0,2,2,2,0,7,2009,77,78,372500
20,0,2,9945,1,2,39,4,5,6,7,70,9,9,10,34,5,5,1961,1961,71,13,43,43,15,57,17,17,37,17,17,19,72,827,21,0,161,988,22,17,24,25,988,0,0,988,1,0,1,0,3,1,17,5,26,0,2,46,1963,21,2,572,17,17,24,0,0,0,0,0,0,2,2,2,0,10,2007,29,30,128500
120,0,50,8012,1,2,3,4,5,6,7,89,9,9,98,34,6,5,1980,1980,12,13,80,80,36,0,17,17,37,16,17,19,60,543,60,119,261,923,22,17,24,25,923,0,0,923,0,0,2,0,2,1,17,5,26,1,17,27,1980,28,1,264,17,17,24,80,0,0,0,0,0,2,2,2,0,5,2010,29,30,143000
50,158,55,4500,1,1,79,94,5,6,7,151,9,9,10,51,5,5,1932,2000,12,13,14,122,36,0,17,17,45,17,17,19,72,182,21,0,611,793,22,23,24,25,848,672,0,1520,0,0,1,0,3,1,17,6,26,0,2,46,1968,21,1,281,17,17,24,0,0,56,0,0,0,2,2,2,0,7,2009,29,47,159434
120,0,2,2887,1,2,3,118,5,6,7,124,9,9,10,34,6,5,1996,1997,12,13,43,43,36,0,17,17,18,16,17,40,20,1003,21,0,288,1291,22,23,24,25,1291,0,0,1291,1,0,1,0,2,1,16,6,26,1,16,27,1996,21,2,431,17,17,24,307,0,0,0,0,0,2,2,2,0,11,2008,29,30,173000
20,0,90,11248,1,2,39,4,5,41,7,8,9,9,10,34,9,5,2002,2002,71,13,14,14,56,215,16,17,18,16,17,49,20,1059,21,0,567,1626,22,23,24,25,1668,0,0,1668,1,0,2,0,3,1,16,7,26,1,17,27,2002,76,3,702,17,17,24,257,45,0,0,0,0,2,2,2,0,7,2007,29,30,285000
60,0,58,16770,1,2,79,4,5,85,7,48,9,9,10,11,7,5,1998,1998,12,13,14,14,15,30,16,17,18,16,17,19,21,0,21,0,1195,1195,22,16,24,25,1195,644,0,1839,0,0,2,1,4,1,17,7,26,0,2,27,1998,76,2,486,17,17,24,0,81,0,0,0,0,2,2,2,0,6,2010,29,30,221000
160,0,2,5062,1,2,39,4,5,85,7,119,9,9,98,11,7,5,1984,1984,12,13,59,59,36,0,16,17,37,16,17,40,20,828,91,182,180,1190,22,16,24,25,1190,900,0,2090,1,0,2,0,3,1,16,6,65,1,17,27,1984,76,2,577,17,17,24,219,0,0,0,0,0,2,2,2,0,9,2007,29,30,207500
60,111,84,10207,1,2,3,4,5,6,7,55,9,9,10,11,7,6,2007,2007,12,13,14,14,36,0,16,17,18,16,17,19,21,0,21,0,874,874,22,23,24,25,874,887,0,1761,0,0,3,0,3,1,16,7,26,0,2,27,2007,76,2,578,17,17,24,144,105,0,0,0,0,2,2,2,0,8,2007,77,78,227875
160,111,2,5105,1,2,79,4,5,31,7,55,9,9,98,11,7,5,2004,2004,12,13,35,35,36,0,16,17,18,16,17,19,20,239,21,0,312,551,22,23,24,25,551,551,0,1102,0,0,2,1,2,1,16,4,26,0,2,46,2004,21,2,480,17,17,24,0,60,0,0,0,0,2,2,2,0,3,2007,29,30,148800
20,0,60,8089,1,2,3,118,5,6,7,119,9,9,10,34,8,6,2007,2007,12,13,35,35,15,0,16,17,18,16,17,49,20,945,21,0,474,1419,22,23,24,25,1419,0,0,1419,1,0,2,0,2,1,16,7,26,1,16,27,2007,28,2,567,17,17,24,140,0,0,0,0,0,2,2,2,0,10,2007,77,78,392000
120,0,61,7577,1,2,39,4,5,41,7,73,9,9,98,34,6,5,2005,2006,12,13,14,14,56,256,16,17,18,16,17,49,38,20,21,0,1342,1362,22,23,24,25,1362,0,0,1362,0,0,2,0,2,1,16,6,26,1,16,27,2005,28,2,460,17,17,24,192,28,0,0,0,0,2,2,2,0,6,2007,29,30,194700
120,61,2,4426,1,2,3,4,5,6,7,8,9,9,98,34,6,5,2004,2004,12,13,14,14,15,147,16,17,18,16,17,16,20,697,21,0,151,848,22,23,24,25,848,0,0,848,1,0,1,0,1,1,16,3,26,1,17,27,2004,28,2,420,17,17,24,149,0,0,0,0,0,2,2,2,0,5,2008,29,30,141000
60,0,104,21535,1,2,39,4,5,41,7,48,9,9,10,11,10,6,1994,1995,12,115,59,59,15,1170,23,17,18,23,17,16,20,1455,21,0,989,2444,22,23,24,25,2444,1872,0,4316,0,1,3,1,4,1,23,10,26,2,23,27,1994,76,3,832,17,17,24,382,50,0,0,0,0,2,2,2,0,1,2007,29,30,755000
60,0,42,26178,1,2,39,4,5,6,113,108,9,9,10,11,7,5,1989,1990,71,13,35,35,15,293,16,17,18,16,17,16,20,965,21,0,245,1210,22,23,24,25,1238,1281,0,2519,1,0,2,1,4,1,16,9,26,2,16,27,1989,28,2,628,17,17,24,320,27,0,0,0,0,2,2,2,0,4,2006,29,30,335000
30,0,60,5400,1,2,3,4,5,41,132,62,9,9,10,34,5,6,1921,1968,12,13,35,35,36,0,17,17,45,17,17,19,21,0,21,0,1073,1073,22,23,24,25,1073,0,0,1073,0,0,1,0,2,1,17,4,26,0,2,46,1968,21,1,326,17,17,24,0,0,112,0,0,0,2,2,2,0,12,2006,29,47,108480
50,61,51,6120,1,2,3,4,5,41,7,67,9,9,10,51,5,6,1936,1950,12,13,43,43,36,0,17,66,45,17,17,19,21,0,21,0,927,927,22,17,24,25,1067,472,0,1539,0,0,1,1,3,1,17,5,26,0,2,46,1995,21,2,576,17,17,24,112,0,0,0,0,0,2,53,2,0,4,2009,29,30,141500
20,0,54,13811,1,2,39,4,5,6,7,108,9,9,10,34,6,6,1987,1987,12,13,59,59,15,72,17,17,37,16,16,19,20,980,91,40,92,1112,22,16,24,25,1137,0,0,1137,1,0,2,0,2,1,16,5,26,1,17,27,1987,21,2,551,17,17,24,125,0,0,0,0,0,2,2,2,0,7,2006,29,30,176000
30,61,50,6000,1,2,3,4,5,6,7,67,9,9,10,34,5,7,1921,1950,12,13,43,44,36,0,17,17,37,17,17,19,91,616,21,0,0,616,22,16,24,25,616,0,0,616,0,0,1,0,2,1,17,4,26,0,2,46,1921,21,1,205,17,17,24,0,0,129,0,0,0,2,2,2,0,6,2006,29,30,89000
20,0,57,6420,1,2,39,4,5,6,7,104,9,9,10,34,5,7,1952,1952,12,13,43,43,36,0,17,17,18,23,16,40,91,210,38,551,219,980,22,66,24,83,1148,0,0,1148,0,1,1,0,2,1,17,6,26,0,2,46,1952,21,1,308,17,17,24,0,0,0,0,0,0,2,2,2,0,9,2006,29,30,123500
20,0,65,8450,1,2,3,4,5,6,7,70,90,9,10,34,5,8,1965,2009,12,13,35,35,36,0,17,16,37,17,17,19,20,553,60,117,224,894,22,23,24,25,894,0,0,894,1,0,1,0,3,1,17,5,26,1,16,46,1973,21,1,336,17,17,24,416,144,0,0,0,0,2,53,2,0,4,2010,29,30,138500
120,111,59,4282,1,1,79,4,5,6,7,55,9,9,98,34,7,5,2004,2004,12,13,35,35,36,0,16,17,18,16,17,40,20,16,21,0,1375,1391,22,23,24,25,1391,0,0,1391,0,0,2,0,2,1,16,5,26,0,2,27,2004,28,2,530,17,17,24,156,158,0,0,0,0,2,2,2,0,7,2008,29,30,196000
20,0,85,14331,1,2,3,4,5,6,7,108,9,9,10,34,8,5,2002,2002,71,13,14,14,15,630,16,17,18,23,17,16,20,1274,21,0,526,1800,22,23,24,25,1800,0,0,1800,1,0,2,0,3,1,16,7,26,1,16,27,2002,76,3,765,17,17,24,270,78,0,0,0,0,2,2,2,0,5,2006,29,30,312500
20,0,80,9600,1,2,3,4,5,6,7,57,9,9,10,34,7,5,1969,1969,71,13,59,59,15,168,17,17,37,17,17,19,21,0,21,0,1164,1164,22,17,24,25,1164,0,0,1164,0,0,1,1,3,1,17,6,26,0,2,27,1969,21,2,528,17,17,24,0,0,0,0,0,0,2,2,2,0,7,2006,92,30,140000
60,0,82,12438,1,2,39,4,5,6,7,119,9,9,10,11,8,5,2006,2006,71,13,14,14,15,466,23,17,18,23,16,19,21,0,21,0,1234,1234,22,23,24,25,1264,1312,0,2576,0,0,2,1,4,1,23,10,26,1,16,75,2006,76,3,666,17,17,24,324,100,0,0,0,0,2,2,2,0,7,2006,77,78,361919
190,61,76,7630,1,2,3,4,5,6,7,62,33,9,68,11,5,9,1900,1996,12,13,43,43,36,0,17,16,45,16,17,19,21,0,21,0,360,360,22,16,24,25,1032,780,0,1812,0,0,2,0,4,2,16,8,26,1,131,46,1999,21,2,672,17,17,96,344,0,40,0,0,0,2,53,2,0,5,2010,29,30,140000
20,0,70,8400,1,2,3,4,5,6,7,8,9,9,10,34,7,5,2004,2005,12,13,14,14,15,109,16,17,18,16,17,49,20,712,21,0,761,1473,22,23,24,25,1484,0,0,1484,1,0,2,0,3,1,16,7,26,0,2,27,2004,28,2,606,17,17,24,0,35,0,144,0,0,2,2,2,0,5,2010,29,30,213000
190,61,70,5600,1,2,3,4,5,6,7,95,9,9,68,11,4,5,1930,1950,71,13,14,44,36,0,66,66,87,2,2,2,2,0,2,0,0,0,22,66,96,25,372,720,0,1092,0,0,2,0,3,2,66,7,113,0,2,2,2,2,0,0,2,2,96,0,0,0,0,0,0,2,2,167,3500,7,2010,29,30,55000
20,0,2,115149,1,2,79,114,5,85,132,124,9,9,10,34,7,5,1971,2002,12,13,80,80,56,351,17,17,37,16,17,16,20,1219,21,0,424,1643,22,17,24,25,1824,0,0,1824,1,0,2,0,2,1,16,5,26,2,17,27,1971,21,2,739,17,17,24,380,48,0,0,0,0,2,2,2,0,6,2007,29,30,302000
120,0,48,6240,1,2,3,4,5,6,7,73,9,9,98,34,8,5,2006,2006,71,13,35,35,15,176,16,17,18,16,17,19,20,863,21,0,461,1324,22,23,24,25,1324,0,0,1324,1,0,2,0,2,1,16,6,26,1,16,27,2006,76,2,550,17,17,24,192,38,0,0,0,0,2,2,2,0,12,2009,29,30,254000
60,0,65,9018,1,2,39,4,5,6,7,112,9,9,10,11,7,5,2007,2007,71,13,14,14,36,0,16,17,18,16,17,49,21,0,21,0,728,728,22,23,24,25,728,728,0,1456,0,0,2,1,3,1,16,8,26,1,16,27,2007,76,2,400,17,17,24,100,24,0,0,0,0,2,2,2,0,7,2007,77,78,179540
20,0,2,7162,1,2,39,4,5,6,7,70,9,9,10,34,5,7,1966,1966,12,13,59,59,126,41,17,17,18,17,17,19,21,0,21,0,876,876,22,17,24,25,904,0,0,904,0,0,1,0,3,1,17,6,26,0,2,27,1966,21,1,408,17,17,24,0,0,0,0,0,0,2,53,2,0,12,2008,29,47,109900
30,0,56,4130,1,2,39,4,5,6,7,67,9,9,10,34,3,6,1935,2003,12,13,14,14,36,0,16,17,37,17,17,19,21,0,21,0,270,270,22,16,24,25,729,0,0,729,0,0,1,0,2,1,17,5,163,0,2,2,2,2,0,0,2,2,96,0,0,0,0,0,0,2,2,2,0,7,2008,29,30,52000
50,102,66,8712,1,1,3,118,5,6,113,95,9,9,10,51,4,7,1900,1950,12,13,35,35,36,0,17,17,56,17,17,40,21,0,21,0,859,859,22,16,24,25,859,319,0,1178,0,0,1,0,2,1,17,7,26,0,2,46,1964,28,1,384,17,17,96,68,0,98,0,0,0,2,2,2,0,1,2010,29,47,102776
120,0,40,4671,1,2,39,118,5,6,7,119,9,9,98,34,8,5,1988,1989,12,13,59,59,36,0,16,17,18,16,17,40,20,767,21,0,461,1228,22,16,24,25,1228,0,0,1228,1,0,2,0,2,1,16,5,26,1,16,27,1988,76,2,472,17,17,24,168,120,0,0,0,0,2,2,2,0,10,2008,29,30,189000
190,0,60,9873,1,2,3,4,5,6,7,67,121,9,68,34,4,5,1970,1970,12,13,59,59,15,160,17,17,37,17,17,49,38,789,21,0,171,960,125,17,96,25,960,0,0,960,1,0,1,0,3,1,17,6,26,0,2,46,1970,21,2,576,17,17,24,0,288,0,0,0,0,2,2,2,0,5,2006,29,30,129000
60,0,2,13517,1,2,39,4,5,85,7,70,90,9,10,11,6,8,1976,2005,12,13,59,80,15,289,16,17,37,17,17,19,20,533,21,0,192,725,22,23,24,25,725,754,0,1479,0,0,2,1,3,1,16,6,26,0,2,27,1976,28,2,475,17,17,24,0,44,0,0,0,0,2,2,2,0,3,2010,29,30,130500
20,0,78,10140,1,2,3,4,5,6,7,57,9,9,10,34,6,5,1974,1974,71,13,59,59,15,174,17,17,37,16,17,19,21,0,21,0,1064,1064,22,17,24,25,1350,0,0,1350,0,0,2,0,3,1,17,7,26,1,17,27,1974,28,2,478,17,17,24,0,0,0,0,0,0,2,53,2,0,8,2009,29,30,165000
70,61,60,10800,1,93,3,94,5,6,7,62,9,9,10,11,7,8,1890,1998,12,13,43,14,36,0,17,16,45,17,17,19,21,0,21,0,718,718,22,23,24,25,1576,978,0,2554,0,0,1,1,3,1,17,8,26,0,2,46,1996,21,2,704,17,17,109,0,48,143,0,0,0,2,2,2,0,7,2007,29,30,159500
20,0,80,10000,1,2,3,4,5,6,7,57,9,9,10,34,5,6,1973,2000,12,13,59,59,36,0,17,17,37,16,17,19,60,1084,21,0,92,1176,22,16,24,25,1178,0,0,1178,0,1,1,1,3,1,16,5,26,1,66,27,1973,21,2,439,17,17,24,224,0,0,0,0,0,2,53,2,0,11,2008,29,30,157000
60,0,96,10542,1,2,3,4,5,6,7,48,9,9,10,11,7,5,1993,1994,71,13,43,153,15,651,16,17,18,16,17,16,20,1173,21,0,138,1311,22,23,24,25,1325,1093,0,2418,1,0,2,1,3,1,16,9,26,1,17,27,1993,28,3,983,17,17,24,250,154,216,0,0,0,2,2,2,0,8,2008,29,30,341000
20,0,69,9920,1,2,39,4,5,6,7,8,9,9,10,34,5,6,1969,1969,12,13,59,80,36,0,17,17,37,16,17,16,38,523,21,0,448,971,22,17,24,25,971,0,0,971,0,0,1,1,3,1,17,5,26,1,131,27,1969,21,1,300,17,17,24,0,0,0,0,0,0,2,2,2,0,5,2006,29,30,128500
120,0,2,6563,1,2,39,114,5,85,113,119,9,9,10,34,8,5,1985,1985,12,13,59,59,36,0,16,17,18,16,17,16,20,1148,21,0,594,1742,22,17,24,25,1742,0,0,1742,1,0,2,0,2,1,16,5,26,1,17,27,1985,28,2,564,17,17,24,114,28,234,0,0,0,2,2,2,0,12,2006,29,30,275000
120,61,2,4426,1,2,3,4,5,6,7,8,9,9,98,34,6,5,2004,2004,12,13,14,14,15,169,16,17,18,16,17,49,20,662,21,0,186,848,22,23,24,25,848,0,0,848,1,0,1,0,1,1,16,3,26,0,2,27,2004,28,2,420,17,17,24,160,0,0,0,0,0,2,2,2,0,5,2010,29,30,143000
20,0,70,8120,1,2,3,4,5,6,7,81,9,9,10,34,4,7,1970,1970,12,13,35,35,36,0,17,16,37,17,17,19,38,191,21,0,673,864,22,23,24,25,864,0,0,864,0,0,1,0,3,1,17,5,26,0,2,46,1994,21,2,463,17,17,24,0,0,0,0,0,0,2,2,2,0,7,2009,29,30,124500
50,0,60,8172,1,2,3,4,5,6,7,104,9,9,10,51,4,6,1954,1972,12,13,35,35,36,0,17,17,18,17,17,19,21,0,21,0,941,941,22,23,24,25,997,473,0,1470,0,0,2,0,4,1,17,7,26,0,2,46,1958,21,1,548,17,17,24,0,0,0,0,156,0,2,2,2,0,5,2008,29,30,135000
20,0,86,13286,1,2,39,4,5,6,7,104,9,9,10,34,9,5,2007,2008,71,13,99,100,56,340,23,17,18,23,17,19,20,1234,21,0,464,1698,22,23,24,25,1698,0,0,1698,1,0,2,0,3,1,23,8,26,1,16,27,2007,76,3,768,17,17,24,327,64,0,0,0,0,2,2,2,0,2,2009,29,30,320000
20,0,60,6960,1,2,3,4,5,6,7,81,9,9,10,34,4,6,1970,1970,12,13,59,80,36,0,17,17,37,17,17,19,38,375,60,239,250,864,22,17,24,25,864,0,0,864,0,0,1,0,3,1,16,5,26,0,2,46,1989,21,2,660,17,17,24,96,0,0,0,0,0,2,2,54,500,11,2009,29,30,120500
20,0,2,21695,1,2,39,4,5,41,7,42,9,9,10,34,6,9,1988,2007,71,13,43,80,15,260,16,16,37,16,17,19,20,808,21,0,72,880,22,23,24,25,1680,0,0,1680,1,0,2,0,3,1,16,5,26,1,16,27,1988,76,2,540,17,17,24,292,44,0,182,0,0,2,2,2,0,12,2009,29,30,222000
20,0,64,7314,1,2,3,4,5,6,7,8,9,9,10,34,7,5,2007,2007,12,13,14,14,56,82,16,17,18,16,17,49,20,724,21,0,508,1232,22,23,24,25,1232,0,0,1232,1,0,2,0,2,1,16,6,26,0,2,27,2007,28,2,632,17,17,24,132,0,0,0,0,0,2,2,2,0,2,2009,29,30,194500
90,0,85,11475,1,2,3,4,5,41,7,81,9,9,86,34,5,5,1958,1958,12,13,14,14,15,95,17,17,37,17,17,19,21,0,21,0,1584,1584,22,17,24,25,1776,0,0,1776,1,0,2,0,4,2,17,9,26,0,2,46,1968,21,3,888,17,17,24,0,25,0,0,0,0,2,2,2,0,7,2009,92,47,110000
30,61,52,6240,1,93,3,4,5,6,7,95,9,9,10,51,4,5,1925,1950,12,13,35,35,36,0,17,17,37,17,17,19,60,152,21,0,628,780,22,17,24,83,848,0,360,1208,0,0,1,0,2,1,17,5,26,0,2,46,1962,21,2,539,17,17,24,0,23,112,0,0,0,2,2,2,0,1,2009,29,30,103000
120,0,39,5389,1,2,39,4,5,6,7,119,9,9,98,34,8,5,1995,1996,12,13,99,100,36,0,16,17,18,16,17,19,20,1180,21,0,415,1595,22,23,24,25,1616,0,0,1616,1,0,2,0,2,1,16,5,26,1,17,27,1995,28,2,608,17,17,24,237,152,0,0,0,0,2,2,2,0,3,2010,29,30,236500
80,0,73,9590,1,2,39,4,5,41,7,108,9,9,10,116,7,5,2003,2003,12,13,14,14,15,442,16,17,18,23,17,49,20,786,21,0,82,868,22,23,24,25,1146,0,0,1146,1,0,2,0,3,1,16,6,26,1,16,27,2003,76,2,438,17,17,24,160,22,0,0,0,0,2,2,2,0,5,2007,29,30,187500
60,0,75,11404,1,2,39,4,5,6,7,8,9,9,10,11,7,5,1998,1999,12,13,14,14,15,202,16,17,18,16,17,49,38,252,21,0,901,1153,22,23,24,25,1153,878,0,2031,0,0,2,1,3,1,16,8,26,1,17,27,1998,76,2,541,17,17,24,192,84,0,0,0,0,2,2,2,0,7,2008,29,30,222500
20,0,80,10000,1,2,3,4,5,41,7,70,33,9,10,34,5,6,1961,1983,71,13,59,59,36,0,17,17,37,17,17,19,60,594,21,0,270,864,22,23,24,25,1144,0,0,1144,1,0,1,0,3,1,17,6,26,1,17,27,1961,28,1,264,17,17,24,165,0,0,0,0,0,2,82,54,400,3,2009,29,30,131400
20,0,2,8978,1,2,39,4,5,41,7,70,9,9,10,34,5,5,1968,1968,12,13,80,80,36,0,17,17,18,17,17,19,21,0,21,0,948,948,22,17,24,25,948,0,0,948,0,0,1,0,3,1,17,6,26,0,2,27,1968,21,1,300,17,17,24,147,0,0,0,0,0,2,2,2,0,5,2007,29,138,108000
75,61,60,10800,1,2,3,4,5,6,7,62,9,9,10,120,7,7,1914,1970,12,13,43,43,36,0,17,17,45,16,17,40,72,390,21,0,490,880,125,66,96,25,880,888,0,1768,0,0,1,1,2,1,17,6,26,2,17,46,1914,21,2,320,17,17,96,0,341,0,0,0,0,2,2,2,0,10,2006,29,30,163000
90,0,60,8544,1,2,3,4,5,6,7,81,9,9,86,34,3,4,1950,1950,12,13,122,56,36,0,17,17,37,2,2,2,2,0,2,0,0,0,22,16,96,64,1040,0,0,1040,0,0,2,0,2,2,17,6,26,0,2,46,1949,21,2,400,17,17,24,0,0,0,0,0,0,2,2,2,0,7,2006,29,30,93500
60,0,72,10463,1,2,39,118,5,85,7,112,9,9,10,11,8,5,2005,2005,12,13,14,14,36,0,16,17,18,16,17,19,21,0,21,0,893,893,22,23,24,25,901,900,0,1801,0,0,2,1,3,1,16,8,26,1,16,27,2005,76,3,800,17,17,24,0,116,0,0,0,0,2,2,2,0,6,2006,29,30,239900
90,0,60,10800,1,2,3,4,5,6,7,104,9,9,86,34,5,5,1987,1988,12,13,80,80,36,0,17,17,37,16,16,16,20,1200,21,0,0,1200,22,17,24,25,1200,0,0,1200,3,0,3,0,3,1,17,5,26,0,2,2,2,2,0,0,2,2,24,120,0,0,0,0,0,2,2,2,0,3,2009,29,129,179000
